"Zubac, Ivica",109,-0.15,"Zubac, Ivica",LAC,25,76,28.5,10.8,0.00,.000,9.9,1.0,0.38,1.29,.634,6.8,.697,3.1,1.5,2.9,-0.94,-1.51,1.68,-1.30,-1.51,1.26,1.31,-0.88,0.48
"Antetokounmpo, Giannis",110,-0.16,"Antetokounmpo, Giannis",MIL,28,63,32.1,31.1,0.75,.275,11.8,5.7,0.83,0.81,.553,20.3,.645,12.3,3.9,3.1,2.16,-0.82,2.44,0.78,-0.38,0.32,1.66,-5.17,-2.40
"Olynyk, Kelly",111,-0.16,"Olynyk, Kelly",UTA,31,68,28.6,12.5,1.37,.394,6.2,3.7,0.88,0.54,.499,8.2,.853,3.4,2.5,3.4,-0.68,-0.24,0.13,-0.11,-0.24,-0.20,0.05,0.49,-0.65
"Wagner, Franz",112,-0.16,"Wagner, Franz",ORL,21,80,32.6,18.6,1.63,.361,4.1,3.5,0.96,0.21,.485,14.0,.842,4.0,2.1,2.3,0.25,0.00,-0.72,-0.18,-0.03,-0.84,-0.18,0.45,-0.19
"Quickley, Immanuel",113,-0.16,"Quickley, Immanuel",NYK,23,81,28.9,14.9,2.07,.370,4.2,3.4,0.99,0.17,.448,11.6,.819,3.1,1.2,2.0,-0.30,0.41,-0.70,-0.22,0.03,-0.92,-0.75,0.15,0.84
"Jones, Herb",114,-0.17,"Jones, Herb",NOR,24,67,29.7,10.0,0.85,.331,4.1,2.5,1.55,0.64,.468,7.7,.766,2.5,1.4,3.2,-1.06,-0.72,-0.73,-0.64,1.46,-0.01,-0.29,-0.24,0.69
"Lowry, Kyle",115,-0.17,"Lowry, Kyle",MIA,36,56,31.3,11.6,2.02,.354,4.1,5.1,1.02,0.38,.413,8.9,.864,2.5,1.8,2.6,-0.81,0.36,-0.73,0.51,0.11,-0.53,-1.01,0.43,0.11
"Murray, Keegan",116,-0.18,"Murray, Keegan",SAC,22,80,29.8,12.2,2.58,.411,4.6,1.2,0.76,0.53,.453,9.8,.765,1.0,0.8,2.0,-0.72,0.88,-0.50,-1.20,-0.54,-0.23,-0.57,-0.10,1.42
"Valanciunas, Jonas",117,-0.18,"Valanciunas, Jonas",NOR,30,80,25.0,14.1,0.49,.355,10.3,1.8,0.25,0.65,.549,10.3,.823,2.8,2.0,3.1,-0.42,-1.05,1.82,-0.96,-1.84,0.01,0.78,0.17,-0.09
"Looney, Kevon",118,-0.18,"Looney, Kevon",GSW,26,82,23.9,7.0,0.00,.000,9.3,2.5,0.63,0.61,.630,4.7,.606,1.9,0.5,2.7,-1.50,-1.51,1.40,-0.63,-0.87,-0.07,0.88,-1.00,1.66
"Smart, Marcus",119,-0.18,"Smart, Marcus",BOS,28,61,32.1,11.5,1.89,.336,3.1,6.3,1.54,0.38,.415,9.9,.746,1.9,2.3,2.8,-0.82,0.24,-1.12,1.03,1.44,-0.52,-1.09,-0.29,-0.50
"DiVincenzo, Donte",120,-0.18,"DiVincenzo, Donte",GSW,25,72,26.3,9.4,2.08,.397,4.5,3.5,1.35,0.14,.435,7.5,.817,1.0,1.6,1.8,-1.14,0.42,-0.55,-0.20,0.94,-0.99,-0.62,0.04,0.45
"McDaniels, Jaden",121,-0.18,"McDaniels, Jaden",MIN,22,79,30.6,12.1,1.35,.396,3.9,1.9,0.94,0.95,.516,9.1,.736,1.8,1.4,3.4,-0.74,-0.25,-0.81,-0.92,-0.10,0.60,0.27,-0.33,0.62
"Portis, Bobby",122,-0.19,"Portis, Bobby",MIL,27,70,26.0,14.1,1.36,.370,9.6,1.5,0.41,0.23,.496,11.5,.768,1.8,1.2,1.6,-0.43,-0.25,1.54,-1.08,-1.42,-0.81,0.02,-0.16,0.93
"Gordon, Aaron",123,-0.21,"Gordon, Aaron",DEN,27,68,30.3,16.3,0.88,.347,6.6,3.0,0.79,0.76,.564,11.2,.609,4.6,1.4,1.9,-0.09,-0.69,0.29,-0.43,-0.46,0.23,1.08,-2.39,0.59
"Brown, Bruce",124,-0.21,"Brown, Bruce",DEN,26,80,28.5,11.5,1.14,.358,4.1,3.4,1.09,0.64,.483,9.3,.758,1.9,1.5,2.4,-0.82,-0.45,-0.72,-0.26,0.28,-0.01,-0.15,-0.23,0.47
"Anthony, Cole",125,-0.21,"Anthony, Cole",ORL,22,60,25.9,13.0,1.25,.364,4.8,3.9,0.62,0.52,.454,10.2,.894,2.8,1.5,2.6,-0.59,-0.35,-0.44,-0.01,-0.91,-0.25,-0.57,0.72,0.50
"Nurkic, Jusuf",126,-0.21,"Nurkic, Jusuf",POR,28,52,26.7,13.3,0.83,.361,9.1,2.9,0.83,0.85,.519,9.7,.661,3.7,2.3,3.6,-0.54,-0.74,1.32,-0.48,-0.38,0.39,0.33,-1.40,-0.43
"Bogdanovic, Bogdan",127,-0.22,"Bogdanovic, Bogdan",ATL,30,55,27.9,14.0,2.69,.402,3.0,2.8,0.80,0.33,.447,11.3,.835,1.4,1.2,1.6,-0.44,0.98,-1.17,-0.52,-0.44,-0.62,-0.75,0.13,0.90
"Caruso, Alex",128,-0.23,"Caruso, Alex",CHI,28,68,23.6,5.6,0.82,.361,2.9,2.9,1.47,0.71,.456,4.3,.808,1.1,1.1,2.4,-1.72,-0.74,-1.21,-0.48,1.26,0.12,-0.24,0.02,0.94
"Williams, Mark",129,-0.24,"Williams, Mark",CHA,21,43,19.3,9.0,0.00,.000,7.1,0.4,0.65,1.05,.637,5.8,.691,2.3,0.9,2.2,-1.21,-1.51,0.50,-1.56,-0.82,0.79,1.15,-0.68,1.20
"Bey, Saddiq",130,-0.25,"Bey, Saddiq",ATL,23,78,27.7,13.8,1.97,.361,4.7,1.5,0.90,0.17,.422,10.9,.861,3.1,0.9,1.6,-0.47,0.32,-0.47,-1.08,-0.20,-0.93,-1.11,0.50,1.23
"Barnes, Harrison",131,-0.25,"Barnes, Harrison",SAC,30,82,32.5,15.0,1.61,.374,4.5,1.6,0.70,0.12,.472,9.7,.847,5.0,1.0,1.3,-0.29,-0.02,-0.57,-1.06,-0.71,-1.02,-0.30,0.64,1.06
"Morris, Monte",132,-0.25,"Morris, Monte",WAS,27,62,27.3,10.3,1.26,.382,3.4,5.3,0.69,0.21,.480,8.3,.831,1.2,1.0,1.2,-1.01,-0.34,-1.02,0.58,-0.71,-0.85,-0.17,0.10,1.16
"Plumlee, Mason",133,-0.26,"Plumlee, Mason",LAC,32,79,26.0,10.8,0.00,.000,8.8,3.1,0.58,0.59,.680,6.1,.636,4.0,1.5,2.7,-0.92,-1.51,1.23,-0.37,-1.00,-0.10,1.57,-1.78,0.55
"Duren, Jalen",134,-0.26,"Duren, Jalen",DET,19,67,24.9,9.1,0.00,.000,8.9,1.1,0.66,0.88,.648,5.9,.611,2.3,1.4,2.7,-1.19,-1.51,1.24,-1.25,-0.81,0.46,1.26,-1.21,0.67
"Williams, Patrick",135,-0.26,"Williams, Patrick",CHI,21,83,28.3,10.2,1.41,.416,4.0,1.2,0.89,0.87,.462,8.3,.857,1.3,1.2,1.8,-1.03,-0.20,-0.79,-1.20,-0.21,0.44,-0.38,0.19,0.84
"ONeale, Royce",136,-0.26,"ONeale, Royce",BKN,29,76,31.7,8.8,2.14,.389,5.1,3.7,0.84,0.64,.386,7.8,.725,0.9,1.5,3.1,-1.23,0.48,-0.33,-0.09,-0.34,0.00,-1.18,-0.19,0.52
"Jones, Tyus",137,-0.27,"Jones, Tyus",MEM,26,80,24.2,10.3,1.51,.371,2.5,5.2,1.04,0.08,.438,8.9,.800,1.3,0.9,0.4,-1.01,-0.11,-1.38,0.56,0.16,-1.11,-0.70,-0.01,1.21
"Gafford, Daniel",138,-0.27,"Gafford, Daniel",WAS,24,78,20.6,9.0,0.00,.000,5.6,1.1,0.42,1.27,.732,5.1,.679,2.4,1.1,2.4,-1.20,-1.51,-0.12,-1.27,-1.40,1.22,1.66,-0.80,0.99
"Vanderbilt, Jarred",139,-0.27,"Vanderbilt, Jarred",LAL,23,79,24.1,7.8,0.37,.319,7.4,2.3,1.06,0.28,.544,5.7,.691,1.8,1.2,2.4,-1.38,-1.17,0.63,-0.71,0.22,-0.72,0.39,-0.53,0.83
"Nance, Larry",140,-0.27,"Nance, Larry",NOR,30,65,21.2,6.8,0.22,.333,5.4,1.8,0.86,0.57,.610,4.7,.696,1.2,0.6,2.0,-1.54,-1.31,-0.17,-0.94,-0.29,-0.15,0.75,-0.35,1.54
"Cunningham, Cade",141,-0.27,"Cunningham, Cade",DET,21,12,33.3,19.9,1.42,.279,6.2,6.0,0.83,0.58,.415,18.7,.837,3.6,3.3,2.8,0.46,-0.19,0.13,0.91,-0.36,-0.12,-2.05,0.35,-1.59
"Simmons, Ben",142,-0.28,"Simmons, Ben",BKN,26,42,26.3,6.9,0.00,.000,6.3,6.1,1.29,0.55,.566,5.6,.439,1.4,2.3,3.3,-1.52,-1.51,0.17,0.95,0.79,-0.19,0.55,-1.34,-0.46
"Smith Jr, Jabari",143,-0.29,"Smith Jr, Jabari",HOU,19,79,31.0,12.8,1.52,.307,7.2,1.3,0.54,0.95,.408,11.3,.786,2.6,1.3,2.9,-0.63,-0.10,0.55,-1.18,-1.09,0.60,-1.36,-0.11,0.74
"Kuzma, Kyle",144,-0.29,"Kuzma, Kyle",WAS,27,64,35.0,21.2,2.50,.333,7.3,3.7,0.56,0.45,.449,17.8,.730,3.7,3.0,2.3,0.65,0.81,0.57,-0.09,-1.05,-0.37,-1.13,-0.71,-1.25
"Allen, Grayson",145,-0.29,"Allen, Grayson",MIL,27,72,27.4,10.4,2.03,.399,3.3,2.3,0.86,0.19,.440,7.7,.905,1.8,1.0,1.6,-0.99,0.37,-1.06,-0.74,-0.29,-0.88,-0.59,0.49,1.12
"Collins, Zach",146,-0.29,"Collins, Zach",SAS,25,63,22.9,11.6,0.87,.374,6.4,2.8,0.59,0.78,.518,8.7,.761,2.3,2.0,3.2,-0.81,-0.70,0.22,-0.49,-0.98,0.26,0.28,-0.25,-0.14
"Middleton, Khris",147,-0.29,"Middleton, Khris",MIL,31,33,24.3,15.1,1.55,.315,4.2,4.9,0.70,0.15,.436,12.3,.902,3.1,2.1,2.1,-0.28,-0.08,-0.67,0.44,-0.71,-0.96,-1.00,0.85,-0.23
"Eubanks, Drew",148,-0.29,"Eubanks, Drew",POR,25,78,20.3,6.6,0.09,.389,5.4,1.3,0.53,1.31,.641,4.3,.664,1.6,0.9,2.2,-1.57,-1.42,-0.21,-1.16,-1.14,1.30,0.86,-0.60,1.29
"Poole, Jordan",149,-0.30,"Poole, Jordan",GSW,23,82,30.0,20.4,2.61,.336,2.7,4.5,0.77,0.26,.430,15.6,.870,5.1,3.1,2.6,0.54,0.91,-1.28,0.25,-0.52,-0.76,-1.39,0.95,-1.36
"Reaves, Austin",150,-0.30,"Reaves, Austin",LAL,24,65,29.0,13.0,1.34,.394,3.1,3.4,0.51,0.29,.522,7.8,.866,4.1,1.6,1.7,-0.60,-0.27,-1.15,-0.26,-1.19,-0.69,0.29,0.73,0.43
"Clarke, Brandon",151,-0.30,"Clarke, Brandon",MEM,26,56,19.5,10.0,0.02,.167,5.5,1.3,0.63,0.66,.656,6.2,.723,2.4,1.0,2.3,-1.06,-1.49,-0.13,-1.18,-0.89,0.03,1.40,-0.52,1.14
"Powell, Norman",152,-0.30,"Powell, Norman",LAC,29,60,26.1,17.0,1.90,.396,2.9,1.8,0.83,0.30,.479,11.8,.812,4.6,1.7,2.1,0.01,0.25,-1.21,-0.94,-0.36,-0.67,-0.26,0.15,0.30
"Grimes, Quentin",153,-0.30,"Grimes, Quentin",NYK,22,71,29.9,11.3,2.21,.386,3.2,2.1,0.66,0.37,.468,8.5,.796,1.4,1.0,2.5,-0.86,0.54,-1.08,-0.81,-0.79,-0.54,-0.31,-0.02,1.15
"Martin, Caleb",154,-0.31,"Martin, Caleb",MIA,27,72,29.3,9.5,1.17,.353,4.8,1.7,0.97,0.43,.461,7.7,.805,1.6,1.1,2.0,-1.13,-0.43,-0.42,-1.02,-0.01,-0.42,-0.36,0.01,1.00
"Eason, Tari",155,-0.31,"Eason, Tari",HOU,21,82,21.6,9.3,0.72,.343,6.0,1.1,1.17,0.56,.448,8.0,.752,1.8,1.2,2.3,-1.16,-0.84,0.08,-1.27,0.50,-0.16,-0.52,-0.24,0.84
"Boucher, Chris",156,-0.31,"Boucher, Chris",TOR,29,77,19.9,9.2,0.81,.328,5.5,0.4,0.61,0.82,.493,6.9,.762,2.2,0.5,1.9,-1.17,-0.76,-0.16,-1.58,-0.93,0.34,-0.01,-0.23,1.68
"Hayward, Gordon",157,-0.32,"Hayward, Gordon",CHA,32,50,31.5,14.7,1.04,.327,4.3,4.1,0.84,0.24,.476,11.6,.811,3.2,2.0,1.4,-0.34,-0.54,-0.64,0.07,-0.34,-0.79,-0.30,0.09,-0.06
"Williams Jr., Jeenathan",158,-0.33,"Williams Jr., Jeenathan",POR,23,5,25.3,10.6,0.60,.375,3.0,2.0,0.60,0.40,.615,7.8,.667,0.6,0.8,2.6,-0.96,-0.95,-1.18,-0.86,-0.95,-0.48,1.31,-0.23,1.36
"Craig, Torrey",159,-0.33,"Craig, Torrey",PHO,32,79,24.7,7.4,1.27,.394,5.4,1.5,0.63,0.75,.456,6.3,.711,0.6,0.9,2.3,-1.44,-0.33,-0.20,-1.09,-0.87,0.20,-0.34,-0.15,1.22
"McDaniels, Jalen",160,-0.33,"McDaniels, Jalen",PHI,24,80,23.9,9.4,0.96,.332,4.3,1.6,1.03,0.43,.455,7.7,.841,1.7,1.1,2.6,-1.14,-0.62,-0.64,-1.03,0.13,-0.43,-0.42,0.18,0.95
"Reid, Naz",161,-0.34,"Reid, Naz",MIN,23,68,18.4,11.5,1.10,.346,4.9,1.1,0.62,0.78,.536,8.5,.677,1.9,1.4,2.6,-0.83,-0.49,-0.39,-1.25,-0.91,0.26,0.49,-0.63,0.69
"McConnell, TJ",162,-0.34,"McConnell, TJ",IND,30,75,20.3,8.7,0.35,.441,3.1,5.3,1.09,0.13,.543,6.9,.853,0.9,1.9,1.4,-1.26,-1.18,-1.13,0.60,0.30,-1.00,0.47,0.12,0.03
"Bagley, Marvin",163,-0.34,"Bagley, Marvin",DET,23,42,23.6,12.0,0.45,.288,6.4,0.9,0.45,0.71,.529,9.1,.750,2.6,1.1,1.9,-0.75,-1.09,0.22,-1.37,-1.33,0.14,0.43,-0.36,1.00
"LeVert, Caris",164,-0.34,"LeVert, Caris",CLE,28,74,30.3,12.1,1.72,.392,3.8,3.9,0.99,0.32,.431,10.0,.719,2.4,1.6,2.3,-0.73,0.08,-0.84,-0.03,0.03,-0.63,-0.88,-0.54,0.44
"Johnson, Keldon",165,-0.34,"Johnson, Keldon",SAS,23,63,32.7,22.0,2.13,.329,5.0,2.9,0.73,0.17,.452,17.7,.749,5.2,2.1,2.0,0.77,0.46,-0.33,-0.46,-0.62,-0.92,-1.04,-0.72,-0.24
"Hardaway Jr, Tim",166,-0.35,"Hardaway Jr, Tim",DAL,30,71,30.3,14.4,2.99,.385,3.5,1.8,0.69,0.17,.401,11.9,.770,2.3,0.8,1.7,-0.39,1.26,-0.96,-0.94,-0.72,-0.93,-1.54,-0.20,1.30
"Richardson, Josh",167,-0.35,"Richardson, Josh",NOR,29,66,23.4,10.0,1.64,.365,2.7,2.7,1.06,0.32,.434,8.5,.852,1.2,1.3,1.8,-1.05,0.01,-1.31,-0.55,0.22,-0.64,-0.72,0.16,0.74
"Smith Jr., Dennis",168,-0.35,"Smith Jr., Dennis",CHA,25,54,25.7,8.8,0.44,.216,3.1,4.8,1.41,0.46,.412,8.4,.736,2.0,1.5,2.3,-1.24,-1.09,-1.14,0.38,1.10,-0.36,-0.97,-0.35,0.49
"Huff, Jay",169,-0.35,"Huff, Jay",WAS,24,7,13.6,7.3,0.86,.500,3.0,1.4,0.43,0.57,.600,3.6,.938,2.3,0.7,2.1,-1.47,-0.71,-1.18,-1.11,-1.39,-0.14,0.52,0.85,1.46
"Stewart, Isaiah",170,-0.36,"Stewart, Isaiah",DET,21,50,28.3,11.3,1.34,.327,8.0,1.4,0.40,0.68,.442,8.8,.738,3.0,1.4,2.7,-0.85,-0.27,0.90,-1.13,-1.46,0.07,-0.64,-0.51,0.68
"Bol, Bol",171,-0.36,"Bol, Bol",ORL,23,70,21.5,9.1,0.43,.265,5.8,1.0,0.43,1.21,.546,6.8,.759,1.5,1.6,1.3,-1.20,-1.11,-0.03,-1.31,-1.39,1.11,0.48,-0.18,0.40
"Williams, Kenrich",172,-0.36,"Williams, Kenrich",OKC,28,53,22.8,8.0,0.94,.373,4.9,2.0,0.85,0.26,.519,6.5,.436,0.7,0.6,2.1,-1.36,-0.63,-0.39,-0.87,-0.32,-0.74,0.22,-0.74,1.59
"Adams, Steven",173,-0.36,"Adams, Steven",MEM,29,42,27.0,8.6,0.00,.000,11.6,2.3,0.86,1.10,.597,6.3,.364,3.1,1.9,2.3,-1.27,-1.51,2.35,-0.71,-0.30,0.88,0.89,-3.64,0.06
"Dort, Luguentz",174,-0.36,"Dort, Luguentz",OKC,23,75,30.8,13.9,1.85,.334,4.7,2.1,1.00,0.32,.391,11.8,.775,3.6,1.2,3.3,-0.46,0.21,-0.50,-0.83,0.06,-0.63,-1.70,-0.25,0.85
"Beverley, Patrick",175,-0.36,"Beverley, Patrick",CHI,34,68,27.1,6.1,1.19,.333,3.7,2.9,0.94,0.62,.397,5.4,.723,1.0,0.9,2.8,-1.64,-0.40,-0.90,-0.48,-0.09,-0.05,-0.73,-0.21,1.24
"Monk, Malik",176,-0.36,"Monk, Malik",SAC,24,77,22.3,13.5,1.86,.359,2.6,3.9,0.64,0.26,.448,10.3,.889,2.7,1.9,1.6,-0.52,0.21,-1.33,-0.03,-0.86,-0.75,-0.66,0.64,0.04
"Porter Jr, Otto",177,-0.36,"Porter Jr, Otto",TOR,29,8,18.3,5.5,0.75,.353,2.4,1.0,1.38,0.00,.500,3.8,1.000,1.0,0.5,0.9,-1.74,-0.81,-1.43,-1.30,1.01,-1.26,0.02,0.53,1.72
"Harris, Gary",178,-0.36,"Harris, Gary",ORL,28,48,24.7,8.3,1.96,.433,2.0,1.2,0.94,0.25,.451,6.4,.900,0.6,0.6,1.9,-1.32,0.31,-1.57,-1.20,-0.10,-0.77,-0.39,0.16,1.62
"Finney-Smith, Dorian",179,-0.36,"Finney-Smith, Dorian",BKN,29,66,30.4,8.3,1.73,.337,4.8,1.5,0.83,0.55,.391,7.6,.763,0.9,0.9,2.2,-1.31,0.09,-0.44,-1.07,-0.36,-0.19,-1.09,-0.10,1.19
"Pokusevski, Aleksej",180,-0.37,"Pokusevski, Aleksej",OKC,21,34,20.6,8.1,1.12,.365,4.7,1.9,0.59,1.26,.434,7.3,.629,1.0,1.3,1.7,-1.34,-0.47,-0.49,-0.91,-0.98,1.21,-0.62,-0.49,0.80
"Crowder, Jae",181,-0.37,"Crowder, Jae",MIL,32,18,18.9,6.9,1.33,.436,3.8,1.5,0.67,0.33,.479,5.2,.833,0.7,0.4,1.5,-1.53,-0.27,-0.83,-1.08,-0.78,-0.61,-0.12,0.05,1.85
"Martin Jr., Kenyon",182,-0.37,"Martin Jr., Kenyon",HOU,21,82,28.0,12.7,0.83,.315,5.5,1.5,0.50,0.37,.569,8.8,.680,2.7,1.1,1.8,-0.65,-0.74,-0.14,-1.09,-1.21,-0.54,0.91,-0.89,0.99
"Hayes, Killian",183,-0.37,"Hayes, Killian",DET,21,76,28.3,10.3,1.05,.280,2.9,6.2,1.38,0.37,.377,10.7,.821,1.5,2.3,2.9,-1.00,-0.53,-1.22,0.99,1.03,-0.54,-1.76,0.08,-0.42
"Aldama, Santi",184,-0.37,"Aldama, Santi",MEM,21,77,21.8,9.0,1.22,.353,4.8,1.3,0.57,0.62,.470,6.8,.750,1.9,0.8,1.9,-1.20,-0.38,-0.43,-1.19,-1.02,-0.04,-0.23,-0.26,1.38
"Clarkson, Jordan",185,-0.38,"Clarkson, Jordan",UTA,30,61,32.6,20.8,2.54,.338,4.0,4.4,0.54,0.21,.444,16.9,.816,4.0,3.0,2.0,0.60,0.85,-0.75,0.21,-1.10,-0.84,-1.18,0.17,-1.35
"Konchar, John",186,-0.38,"Konchar, John",MEM,26,72,20.7,5.1,0.83,.339,4.3,1.4,1.06,0.35,.431,4.4,.778,0.5,0.5,1.6,-1.81,-0.73,-0.65,-1.13,0.20,-0.58,-0.40,-0.04,1.70
"Burks, Alec",187,-0.38,"Burks, Alec",DET,31,51,22.0,12.8,1.94,.414,3.1,2.2,0.75,0.16,.436,9.0,.814,3.7,1.1,1.9,-0.63,0.29,-1.14,-0.77,-0.58,-0.95,-0.74,0.13,0.95
"Tillman, Xavier",188,-0.38,"Tillman, Xavier",MEM,23,61,19.3,7.0,0.07,.267,5.0,1.6,0.95,0.48,.614,5.0,.551,1.5,0.7,1.6,-1.51,-1.45,-0.34,-1.05,-0.06,-0.33,0.83,-1.00,1.45
"Hartenstein, Isaiah",189,-0.38,"Hartenstein, Isaiah",NYK,24,82,19.9,5.0,0.10,.216,6.5,1.2,0.65,0.78,.535,4.0,.676,0.9,0.8,2.6,-1.82,-1.42,0.28,-1.20,-0.83,0.27,0.22,-0.30,1.35
"Nesmith, Aaron",190,-0.39,"Nesmith, Aaron",IND,23,73,24.9,10.1,1.58,.366,3.8,1.3,0.75,0.47,.427,8.1,.838,1.9,1.0,3.2,-1.04,-0.05,-0.85,-1.15,-0.56,-0.35,-0.76,0.19,1.09
"Richards, Nick",191,-0.39,"Richards, Nick",CHA,25,65,18.7,8.2,0.02,1.000,6.4,0.6,0.17,1.11,.629,4.8,.749,2.8,0.9,2.4,-1.33,-1.49,0.22,-1.48,-2.04,0.91,0.90,-0.40,1.23
"Bryant, Thomas",192,-0.39,"Bryant, Thomas",DEN,25,59,18.3,9.8,0.44,.441,5.7,0.5,0.27,0.51,.623,6.3,.738,2.1,0.6,1.7,-1.08,-1.10,-0.05,-1.51,-1.79,-0.27,1.11,-0.37,1.55
"Kennard, Luke",193,-0.39,"Kennard, Luke",MEM,26,59,22.3,9.3,2.25,.494,2.7,1.5,0.54,0.08,.492,6.5,.949,0.7,0.8,1.4,-1.17,0.58,-1.31,-1.06,-1.10,-1.09,-0.03,0.26,1.38
"Avdija, Deni",194,-0.40,"Avdija, Deni",WAS,21,76,26.6,9.2,0.91,.297,6.4,2.8,0.86,0.38,.437,7.6,.739,2.2,1.6,2.8,-1.18,-0.67,0.23,-0.51,-0.30,-0.51,-0.61,-0.37,0.37
"Batum, Nicolas",195,-0.40,"Batum, Nicolas",LAC,34,78,21.9,6.1,1.59,.391,3.8,1.6,0.69,0.56,.420,4.9,.708,0.6,0.6,1.9,-1.64,-0.03,-0.83,-1.06,-0.72,-0.16,-0.51,-0.16,1.55
"Covington, Robert",196,-0.41,"Covington, Robert",LAC,32,48,16.2,6.0,1.13,.397,3.5,1.2,0.79,0.69,.445,4.8,.750,0.8,0.7,1.8,-1.66,-0.46,-0.98,-1.22,-0.47,0.08,-0.33,-0.12,1.52
"Wagner, Moritz",197,-0.41,"Wagner, Moritz",ORL,25,57,19.5,10.5,0.89,.313,4.5,1.5,0.65,0.23,.500,6.9,.841,3.2,1.2,2.4,-0.97,-0.68,-0.54,-1.09,-0.83,-0.81,0.05,0.34,0.89
"Kispert, Corey",198,-0.41,"Kispert, Corey",WAS,23,74,28.3,11.1,2.20,.423,2.8,1.2,0.43,0.12,.497,7.9,.852,1.2,0.8,1.3,-0.89,0.53,-1.26,-1.23,-1.38,-1.02,0.02,0.16,1.41
"Jackson, Isaiah",199,-0.41,"Jackson, Isaiah",IND,20,63,16.5,7.2,0.03,.143,4.5,0.8,0.48,1.48,.563,5.0,.651,2.3,0.8,2.4,-1.48,-1.48,-0.57,-1.39,-1.27,1.63,0.47,-0.95,1.35
"Hunter, De'Andre",200,-0.41,"Hunter, De'Andre",ATL,25,68,31.6,15.2,1.47,.347,4.3,1.4,0.51,0.25,.458,12.2,.824,3.1,1.2,3.0,-0.26,-0.14,-0.66,-1.12,-1.17,-0.77,-0.61,0.19,0.85
"Green, Jalen",201,-0.41,"Green, Jalen",HOU,20,76,34.2,22.1,2.46,.338,3.7,3.7,0.78,0.24,.417,17.9,.786,6.1,2.6,1.7,0.80,0.77,-0.87,-0.11,-0.50,-0.80,-1.92,-0.24,-0.85
"Morris, Marcus",202,-0.41,"Morris, Marcus",LAC,33,65,28.1,11.2,1.72,.365,4.0,1.8,0.65,0.32,.426,9.9,.782,1.3,0.9,2.1,-0.87,0.09,-0.78,-0.97,-0.83,-0.63,-0.94,-0.08,1.28
"Beasley, Malik",203,-0.42,"Beasley, Malik",LAL,26,82,25.7,12.6,2.88,.358,3.5,1.5,0.79,0.11,.396,11.5,.769,0.8,1.1,1.3,-0.66,1.16,-0.98,-1.08,-0.46,-1.05,-1.57,-0.08,0.99
"White, Coby",204,-0.42,"White, Coby",CHI,22,75,23.4,9.7,1.72,.374,2.8,2.8,0.73,0.08,.446,8.0,.871,0.9,1.0,1.7,-1.11,0.09,-1.25,-0.51,-0.61,-1.10,-0.54,0.17,1.12
"Strus, Max",205,-0.42,"Strus, Max",MIA,26,81,28.3,11.4,2.44,.349,3.2,2.1,0.52,0.15,.409,9.8,.876,1.1,0.9,2.1,-0.84,0.76,-1.08,-0.81,-1.16,-0.97,-1.17,0.22,1.28
"Carter, Jevon",206,-0.42,"Carter, Jevon",MIL,27,81,22.4,8.0,1.75,.421,2.5,2.4,0.81,0.37,.424,7.0,.816,0.5,1.0,2.0,-1.35,0.12,-1.39,-0.67,-0.41,-0.54,-0.69,0.01,1.15
"Suggs, Jalen",207,-0.42,"Suggs, Jalen",ORL,21,53,23.5,9.9,1.25,.327,3.0,2.9,1.26,0.51,.418,8.4,.723,2.2,1.8,2.3,-1.07,-0.35,-1.17,-0.45,0.73,-0.26,-0.90,-0.48,0.19
"Bates-Diop, Keita",208,-0.42,"Bates-Diop, Keita",SAS,26,67,21.7,9.7,0.84,.394,3.7,1.5,0.69,0.30,.508,6.9,.793,2.2,0.8,0.9,-1.11,-0.73,-0.89,-1.07,-0.73,-0.68,0.12,-0.05,1.32
"Westbrook, Russell",209,-0.43,"Westbrook, Russell",LAC,34,73,29.1,15.9,1.22,.311,5.8,7.5,1.04,0.45,.436,13.6,.658,4.3,3.5,2.2,-0.15,-0.38,-0.03,1.59,0.17,-0.38,-1.10,-1.68,-1.90
"Smith, Jalen",210,-0.43,"Smith, Jalen",IND,22,68,18.8,9.4,0.79,.283,5.8,1.0,0.31,0.88,.476,7.5,.759,2.0,1.1,2.3,-1.14,-0.77,-0.03,-1.32,-1.69,0.46,-0.19,-0.23,1.05
"Oladipo, Victor",211,-0.43,"Oladipo, Victor",MIA,30,43,25.9,10.4,1.63,.329,3.0,3.4,1.33,0.28,.396,9.4,.747,1.8,2.0,2.3,-0.99,0.00,-1.18,-0.23,0.89,-0.71,-1.29,-0.27,-0.11
"Schroder, Dennis",212,-0.43,"Schroder, Dennis",LAL,29,67,30.2,12.7,1.15,.336,2.5,4.5,0.76,0.15,.415,9.9,.862,3.9,1.7,2.2,-0.64,-0.44,-1.37,0.24,-0.54,-0.97,-1.10,0.64,0.29
"Brown, Troy",213,-0.44,"Brown, Troy",LAL,23,77,24.4,7.1,1.39,.377,4.1,1.3,0.79,0.21,.428,6.1,.872,0.5,0.6,1.6,-1.50,-0.22,-0.74,-1.19,-0.46,-0.85,-0.57,0.09,1.54
"Goodwin, Jordan",214,-0.44,"Goodwin, Jordan",WAS,24,62,17.8,6.6,0.61,.322,3.3,2.7,0.94,0.42,.448,5.7,.768,1.1,0.9,1.5,-1.58,-0.94,-1.05,-0.55,-0.10,-0.44,-0.38,-0.11,1.22
